NAME,TYPE,COUNTY,PROVINCE,REGION,Longitude,Latitude,DESCRIPTIO,BUFF_DIST,ORIG_FID
Greenore Quay,QUAY,LOUTH,LEINSTER,North-East,-6.13066964,54.03423406,Wharf usually built parallel to the shoreline,500,418
Baltimore Quay,QUAY,CORK,MUNSTER,South,-9.37360017,51.48338916,Wharf usually built parallel to the shoreline,500,351
Baltimore Pier,PIER,CORK,MUNSTER,South,-9.37466259,51.48223503,"A platform built out from the shore into the water and supported by piles, provides access to ships and boats",500,352
Castletownshend,QUAY,CORK,MUNSTER,South,-9.17249153,51.52727108,Wharf usually built parallel to the shoreline,500,349
Castle Haven,QUAY,CORK,MUNSTER,South,-9.16665515,51.52807134,Wharf usually built parallel to the shoreline,500,350
Leap Quay,QUAY,CORK,MUNSTER,South,-9.14204425,51.57586266,Wharf usually built parallel to the shoreline,500,347
Castletownshend,SLIPWAY,CORK,MUNSTER,South,-9.17188334,51.52853296,Structure consisting of a sloping way down to the water from the place where ships are built or repaired,500,348
Glandore Quay,QUAY,CORK,MUNSTER,South,-9.12044307,51.56545371,Wharf usually built parallel to the shoreline,500,345
Glandore Quay,QUAY,CORK,MUNSTER,South,-9.1312669,51.55872839,Wharf usually built parallel to the shoreline,500,346
Ross Carberry Slip,SLIPWAY,CORK,MUNSTER,South,-9.02646274,51.57721589,Structure consisting of a sloping way down to the water from the place where ships are built or repaired,500,343
Ross Carberry Quay,QUAY,CORK,MUNSTER,South,-9.01182166,51.56147448,Wharf usually built parallel to the shoreline,500,344
Courtmacsherry Bay,QUAY,CORK,MUNSTER,South,-8.71669923,51.63967825,Wharf usually built parallel to the shoreline,500,341
Ahidelake Quay,QUAY,CORK,MUNSTER,South,-8.84734267,51.6057589,Wharf usually built parallel to the shoreline,500,342
Cobh East Quay,QUAY,CORK,MUNSTER,South,-8.27957552,51.85067163,Wharf usually built parallel to the shoreline,500,339
Kinure Slipway,SLIPWAY,CORK,MUNSTER,South,-8.44192319,51.69354601,Structure consisting of a sloping way down to the water from the place where ships are built or repaired,500,340
Spike Island,PIER,CORK,MUNSTER,South,-8.28944862,51.83641551,"A platform built out from the shore into the water and supported by piles, provides access to ships and boats",500,337
Cobh Centre Quay,QUAY,CORK,MUNSTER,South,-8.29948584,51.84784289,Wharf usually built parallel to the shoreline,500,338
Ballybrickan Pier,PIER,CORK,MUNSTER,South,-8.33011212,51.83780948,"A platform built out from the shore into the water and supported by piles, provides access to ships and boats",500,335
Haulbowline Quay,QUAY,CORK,MUNSTER,South,-8.30124771,51.84283487,Wharf usually built parallel to the shoreline,500,336
Cobh Slip,SLIPWAY,CORK,MUNSTER,South,-8.32579189,51.86094891,Structure consisting of a sloping way down to the water from the place where ships are built or repaired,500,333
Cobh Pier,PIER,CORK,MUNSTER,South,-8.32523752,51.84632906,"A platform built out from the shore into the water and supported by piles, provides access to ships and boats",500,334
Harty's Quay,QUAY,CORK,MUNSTER,South,-8.39393996,51.87849731,Wharf usually built parallel to the shoreline,500,331
Glenbrook Slip,SLIPWAY,CORK,MUNSTER,South,-8.33116701,51.85926607,Structure consisting of a sloping way down to the water from the place where ships are built or repaired,500,332
Ballynacorra Quay,QUAY,CORK,MUNSTER,South,-8.170337,51.90147131,Wharf usually built parallel to the shoreline,500,329
Cork City Quay,QUAY,CORK,MUNSTER,South,-8.4563727,51.89881955,Wharf usually built parallel to the shoreline,500,330
Walterstown Quay,QUAY,CORK,MUNSTER,South,-8.21304329,51.8671001,Wharf usually built parallel to the shoreline,500,327
Ballynacorra Quay,QUAY,CORK,MUNSTER,South,-8.16961091,51.89958216,Wharf usually built parallel to the shoreline,500,328
Foynes Pier,PIER,LIMERICK,MUNSTER,Mid-West,-9.1023746,52.61322865,"A platform built out from the shore into the water and supported by piles, provides access to ships and boats",500,325
Carrowbane Quay,QUAY,LIMERICK,MUNSTER,Mid-West,-9.22247389,52.59322989,Wharf usually built parallel to the shoreline,500,326
Foynes Slip,SLIPWAY,LIMERICK,MUNSTER,Mid-West,-9.11293286,52.61435464,Structure consisting of a sloping way down to the water from the place where ships are built or repaired,500,323
Foynes Quay,QUAY,LIMERICK,MUNSTER,Mid-West,-9.10860944,52.61312964,Wharf usually built parallel to the shoreline,500,324
Knockegan Quay,QUAY,LIMERICK,MUNSTER,Mid-West,-8.98768014,52.61881276,Wharf usually built parallel to the shoreline,500,321
Moig South Quay,QUAY,LIMERICK,MUNSTER,Mid-West,-8.9790917,52.61267885,Wharf usually built parallel to the shoreline,500,322
Fethard Quay,QUAY,WEXFORD,LEINSTER,South-East,-6.82226607,52.19220927,Wharf usually built parallel to the shoreline,500,383
Bannow Bay New Quay,QUAY,WEXFORD,LEINSTER,South-East,-6.78514955,52.22847576,Wharf usually built parallel to the shoreline,500,384
Slade Quay,QUAY,WEXFORD,LEINSTER,South-East,-6.90849025,52.13373662,Wharf usually built parallel to the shoreline,500,381
Fethard Slip,SLIPWAY,WEXFORD,LEINSTER,South-East,-6.82160406,52.19265927,Structure consisting of a sloping way down to the water from the place where ships are built or repaired,500,382
Arthurstown Quay,QUAY,WEXFORD,LEINSTER,South-East,-6.95284326,52.2396713,Wharf usually built parallel to the shoreline,500,379
Duncannon Pier,PIER,WEXFORD,LEINSTER,South-East,-6.93672346,52.22171976,"A platform built out from the shore into the water and supported by piles, provides access to ships and boats",500,380
Ballyhack Quay,QUAY,WEXFORD,LEINSTER,South-East,-6.96787789,52.2448263,Wharf usually built parallel to the shoreline,500,377
Ballyhack Slip,SLIPWAY,WEXFORD,LEINSTER,South-East,-6.96814149,52.24465228,Structure consisting of a sloping way down to the water from the place where ships are built or repaired,500,378
Gorteens Quay,QUAY,KILKENNY,LEINSTER,South-East,-7.03662872,52.26062543,Wharf usually built parallel to the shoreline,500,375
Greatisland Quay,QUAY,WEXFORD,LEINSTER,South-East,-6.99765982,52.28097062,Wharf usually built parallel to the shoreline,500,376
Little Island,SLIPWAY,WATERFORD,MUNSTER,South-East,-7.06302339,52.24839564,Structure consisting of a sloping way down to the water from the place where ships are built or repaired,500,373
Waterford Quay,QUAY,WATERFORD,MUNSTER,South-East,-7.10998336,52.26228559,Wharf usually built parallel to the shoreline,500,374
Trawnahaha Quay,QUAY,CORK,MUNSTER,South,-9.48989971,51.68798282,Wharf usually built parallel to the shoreline,500,371
Ballynakill Slip,SLIPWAY,WATERFORD,MUNSTER,South-East,-7.06425965,52.24709274,Structure consisting of a sloping way down to the water from the place where ships are built or repaired,500,372
Bantry Harbour Pier,PIER,CORK,MUNSTER,South,-9.46107909,51.67995377,"A platform built out from the shore into the water and supported by piles, provides access to ships and boats",500,369
Bantry Pier,PIER,CORK,MUNSTER,South,-9.46038886,51.68133233,"A platform built out from the shore into the water and supported by piles, provides access to ships and boats",500,370
Derryleary Quay,QUAY,CORK,MUNSTER,South,-9.61915122,51.49818021,Wharf usually built parallel to the shoreline,500,367
Kilcrohane Quay,QUAY,CORK,MUNSTER,South,-9.69578287,51.57421899,Wharf usually built parallel to the shoreline,500,368
Goleen Quay,QUAY,CORK,MUNSTER,South,-9.70865052,51.49468395,Wharf usually built parallel to the shoreline,500,365
Crook Haven Quay,QUAY,CORK,MUNSTER,South,-9.72991667,51.47182328,Wharf usually built parallel to the shoreline,500,366
Schull Quay,QUAY,CORK,MUNSTER,South,-9.54302061,51.52415249,Wharf usually built parallel to the shoreline,500,363
Colla Quay,QUAY,CORK,MUNSTER,South,-9.56005594,51.5058314,Wharf usually built parallel to the shoreline,500,364
Coosheen Quay,QUAY,CORK,MUNSTER,South,-9.49835438,51.52107819,Wharf usually built parallel to the shoreline,500,361
Schull Slip,SLIPWAY,CORK,MUNSTER,South,-9.54331238,51.5246624,Structure consisting of a sloping way down to the water from the place where ships are built or repaired,500,362
Rossbrin Slip,SLIPWAY,CORK,MUNSTER,South,-9.47647803,51.52934733,Structure consisting of a sloping way down to the water from the place where ships are built or repaired,500,359
Rossbrin Quay,QUAY,CORK,MUNSTER,South,-9.47412529,51.5301761,Wharf usually built parallel to the shoreline,500,360
Oldcourt Quay,QUAY,CORK,MUNSTER,South,-9.31903853,51.53476243,Wharf usually built parallel to the shoreline,500,357
Rincolisky Harbour,SLIPWAY,CORK,MUNSTER,South,-9.42406905,51.50396518,Structure consisting of a sloping way down to the water from the place where ships are built or repaired,500,358
Turkhead Quay,QUAY,CORK,MUNSTER,South,-9.40684257,51.49703764,Wharf usually built parallel to the shoreline,500,355
Glebe Quay,QUAY,CORK,MUNSTER,South,-9.36793526,51.5262679,Wharf usually built parallel to the shoreline,500,356
Sherkin Pier,PIER,CORK,MUNSTER,South,-9.39789309,51.47653744,"A platform built out from the shore into the water and supported by piles, provides access to ships and boats",500,353
Sherkin Quay,QUAY,CORK,MUNSTER,South,-9.40653509,51.49002003,Wharf usually built parallel to the shoreline,500,354
Kilbeg Pier,PIER,DONEGAL,ULSTER,North-West,-8.62524302,54.62625501,"A platform built out from the shore into the water and supported by piles, provides access to ships and boats",500,287
Teelin Bay,PIER,DONEGAL,ULSTER,North-West,-8.63061709,54.62405921,"A platform built out from the shore into the water and supported by piles, provides access to ships and boats",500,288
Roelough  Pier,PIER,DONEGAL,ULSTER,North-West,-8.55758331,54.61831309,"A platform built out from the shore into the water and supported by piles, provides access to ships and boats",500,285
Tawny Pier,PIER,DONEGAL,ULSTER,North-West,-8.60610866,54.62230168,"A platform built out from the shore into the water and supported by piles, provides access to ships and boats",500,286
Killybegs,PIER,DONEGAL,ULSTER,North-West,-8.44241555,54.63191019,"A platform built out from the shore into the water and supported by piles, provides access to ships and boats",500,283
Fintragh Bay,SLIPWAY,DONEGAL,ULSTER,North-West,-8.47646287,54.62533434,Structure consisting of a sloping way down to the water from the place where ships are built or repaired,500,284
Carntullagh,SLIPWAY,DONEGAL,ULSTER,North-West,-8.4303492,54.62539289,Structure consisting of a sloping way down to the water from the place where ships are built or repaired,500,281
Killybegs,PIER,DONEGAL,ULSTER,North-West,-8.44291963,54.63304935,"A platform built out from the shore into the water and supported by piles, provides access to ships and boats",500,282
Cassan Sound Slip,SLIPWAY,DONEGAL,ULSTER,North-West,-8.42894415,54.58529141,Structure consisting of a sloping way down to the water from the place where ships are built or repaired,500,279
Bruckless Harbour,PIER,DONEGAL,ULSTER,North-West,-8.38724621,54.63187095,"A platform built out from the shore into the water and supported by piles, provides access to ships and boats",500,280
Port Pier,PIER,DONEGAL,ULSTER,North-West,-8.30929844,54.63660204,"A platform built out from the shore into the water and supported by piles, provides access to ships and boats",500,277
Ballyederlan Pier,PIER,DONEGAL,ULSTER,North-West,-8.37714543,54.60303542,"A platform built out from the shore into the water and supported by piles, provides access to ships and boats",500,278
Mountcharles,PIER,DONEGAL,ULSTER,North-West,-8.20432392,54.62986454,"A platform built out from the shore into the water and supported by piles, provides access to ships and boats",500,275
Inver Pier,PIER,DONEGAL,ULSTER,North-West,-8.3004617,54.63862103,"A platform built out from the shore into the water and supported by piles, provides access to ships and boats",500,276
Doengal Town Pier,PIER,DONEGAL,ULSTER,North-West,-8.11133204,54.65273699,"A platform built out from the shore into the water and supported by piles, provides access to ships and boats",500,273
Jack's Quay,QUAY,DONEGAL,ULSTER,North-West,-8.188436,54.63901826,Wharf usually built parallel to the shoreline,500,274
Inishnabo Pier,PIER,DONEGAL,ULSTER,North-West,-8.13337178,54.60529764,"A platform built out from the shore into the water and supported by piles, provides access to ships and boats",500,271
Bunatrahan Pier,PIER,DONEGAL,ULSTER,North-West,-8.25470459,54.5301972,"A platform built out from the shore into the water and supported by piles, provides access to ships and boats",500,272
Mullaghmore Pier,PIER,SLIGO,CONNAUGHT,North-West,-8.44657276,54.46620502,"A platform built out from the shore into the water and supported by piles, provides access to ships and boats",500,269
Bundoran Pier,PIER,DONEGAL,ULSTER,North-West,-8.29212293,54.47869761,"A platform built out from the shore into the water and supported by piles, provides access to ships and boats",500,270
Sligo Quay,QUAY,SLIGO,CONNAUGHT,North-West,-8.49010903,54.28164174,Wharf usually built parallel to the shoreline,500,267
Raghly Point Pier,PIER,SLIGO,CONNAUGHT,North-West,-8.64189529,54.32366276,"A platform built out from the shore into the water and supported by piles, provides access to ships and boats",500,268
Donaghintraine Pier,PIER,SLIGO,CONNAUGHT,North-West,-8.84386728,54.25791456,"A platform built out from the shore into the water and supported by piles, provides access to ships and boats",500,265
Rosses Point Pier,PIER,SLIGO,CONNAUGHT,North-West,-8.56784258,54.30452167,"A platform built out from the shore into the water and supported by piles, provides access to ships and boats",500,266
Easky Pier,PIER,SLIGO,CONNAUGHT,North-West,-8.95550991,54.29140034,"A platform built out from the shore into the water and supported by piles, provides access to ships and boats",500,263
Pollachurry Pier,PIER,SLIGO,CONNAUGHT,North-West,-8.75506676,54.27265297,"A platform built out from the shore into the water and supported by piles, provides access to ships and boats",500,264
Inishcrone Pier,PIER,SLIGO,CONNAUGHT,North-West,-9.09654186,54.22009713,"A platform built out from the shore into the water and supported by piles, provides access to ships and boats",500,261
Cabraghkeel Slip,SLIPWAY,SLIGO,CONNAUGHT,North-West,-9.06076925,54.26829713,Structure consisting of a sloping way down to the water from the place where ships are built or repaired,500,262
Inishshark Island,QUAY,MAYO,CONNAUGHT,West,-10.26562301,53.60463839,Wharf usually built parallel to the shoreline,500,259
Inishcrone Slip,SLIPWAY,SLIGO,CONNAUGHT,North-West,-9.09789618,54.22015129,Structure consisting of a sloping way down to the water from the place where ships are built or repaired,500,260
Inishbofin Island,PIER,MAYO,CONNAUGHT,West,-10.21180815,53.61283852,"A platform built out from the shore into the water and supported by piles, provides access to ships and boats",500,257
Inishbofin Island,QUAY,MAYO,CONNAUGHT,West,-10.20618088,53.61287121,Wharf usually built parallel to the shoreline,500,258
Beagh Quay,QUAY,LIMERICK,MUNSTER,Mid-West,-8.93833061,52.65730215,Wharf usually built parallel to the shoreline,500,319
Beagh Slip,SLIPWAY,LIMERICK,MUNSTER,Mid-West,-8.94853866,52.66056839,Structure consisting of a sloping way down to the water from the place where ships are built or repaired,500,320
Annagassan Slip,SLIPWAY,LOUTH,LEINSTER,North-East,-6.29909154,53.87758401,Structure consisting of a sloping way down to the water from the place where ships are built or repaired,500,317
Ringmoylan Quay,QUAY,LIMERICK,MUNSTER,Mid-West,-8.87794641,52.66919533,Wharf usually built parallel to the shoreline,500,318
Giles Quay,QUAY,LOUTH,LEINSTER,North-East,-6.23863351,53.98439274,Wharf usually built parallel to the shoreline,500,315
Annagassan Quay,QUAY,LOUTH,LEINSTER,North-East,-6.34421947,53.88420686,Wharf usually built parallel to the shoreline,500,316
Lenan Head,PIER,DONEGAL,ULSTER,North-West,-7.52779841,55.2425343,"A platform built out from the shore into the water and supported by piles, provides access to ships and boats",500,313
Omeath Pier,PIER,LOUTH,LEINSTER,North-East,-6.25535751,54.08917708,"A platform built out from the shore into the water and supported by piles, provides access to ships and boats",500,314
Meenlaragh,PIER,DONEGAL,ULSTER,North-West,-8.17311477,55.14714026,"A platform built out from the shore into the water and supported by piles, provides access to ships and boats",500,311
Croaghcross,PIER,DONEGAL,ULSTER,North-West,-7.61799246,55.20836229,"A platform built out from the shore into the water and supported by piles, provides access to ships and boats",500,312
Derrybeg Pier,PIER,DONEGAL,ULSTER,North-West,-8.32449173,55.08642592,"A platform built out from the shore into the water and supported by piles, provides access to ships and boats",500,309
Bunbeg Pier,PIER,DONEGAL,ULSTER,North-West,-8.31104088,55.05759583,"A platform built out from the shore into the water and supported by piles, provides access to ships and boats",500,310
Cruit Island Slip,SLIPWAY,DONEGAL,ULSTER,North-West,-8.43039983,55.04793718,Structure consisting of a sloping way down to the water from the place where ships are built or repaired,500,307
Kincaslough Quay,QUAY,DONEGAL,ULSTER,North-West,-8.40325727,55.03533902,Wharf usually built parallel to the shoreline,500,308
Aranmore Island,QUAY,DONEGAL,ULSTER,North-West,-8.49603262,55.0003175,Wharf usually built parallel to the shoreline,500,305
Aranmore Island,PIER,DONEGAL,ULSTER,North-West,-8.49657635,54.99284677,"A platform built out from the shore into the water and supported by piles, provides access to ships and boats",500,306
Rannagh,PIER,DONEGAL,ULSTER,North-West,-8.52109251,54.97101759,"A platform built out from the shore into the water and supported by piles, provides access to ships and boats",500,303
Rannagh,PIER,DONEGAL,ULSTER,North-West,-8.51943884,54.96951006,"A platform built out from the shore into the water and supported by piles, provides access to ships and boats",500,304
Rutland Island,QUAY,DONEGAL,ULSTER,North-West,-8.4557381,54.98026314,Wharf usually built parallel to the shoreline,500,301
Leagbarrow,PIER,DONEGAL,ULSTER,North-West,-8.49607451,54.98898399,"A platform built out from the shore into the water and supported by piles, provides access to ships and boats",500,302
Burtonport Quay,QUAY,DONEGAL,ULSTER,North-West,-8.43830179,54.9885269,Wharf usually built parallel to the shoreline,500,299
Burtonport Pier,PIER,DONEGAL,ULSTER,North-West,-8.44187627,54.98318679,"A platform built out from the shore into the water and supported by piles, provides access to ships and boats",500,300
Falchorrib Pier,PIER,DONEGAL,ULSTER,North-West,-8.40320027,54.89369857,"A platform built out from the shore into the water and supported by piles, provides access to ships and boats",500,297
